id,age,gender,sign,tarot,favorite_color,favorite_animal
15002,50,male,leo,15,orange,dog
15003,50,male,pisces,7,orange,cat
15004,31,nb,scorpio,10,green,cat
15005,32,female,gemini,13,blue,eagle
15006,22,female,scorpio,1,yellow,cat
15007,21,male,cancer,3,red,hamster
15008,37,female,virgo,15,blue,goldfish
15009,36,female,cancer,19,yellow,tiger
15010,21,male,leo,21,green,horse
15011,24,female,taurus,13,orange,goldfish
15012,44,male,cancer,9,orange,hamster
15013,48,male,cancer,9,orange,goldfish
15014,22,female,capricorn,10,purple,elephant
15015,21,female,leo,21,yellow,goldfish
15016,50,female,leo,7,purple,elephant
15017,47,nb,virgo,6,purple,elephant
15018,24,male,leo,3,yellow,elephant
15019,25,female,cancer,19,orange,elephant
15020,18,female,leo,19,green,elephant
15021,18,female,libra,9,green,hamster
15022,18,female,virgo,2,red,horse
15023,18,male,aries,18,orange,hamster
15024,22,male,pisces,8,green,dog
15025,21,female,aquarius,13,orange,tiger
15026,27,nb,virgo,5,orange,tiger
15027,26,female,libra,10,purple,elephant
15028,23,female,virgo,13,orange,horse
15029,26,male,taurus,19,blue,elephant
15030,43,female,leo,19,green,dog
15031,43,female,capricorn,12,green,elephant
15032,34,female,capricorn,20,yellow,eagle
15033,35,male,scorpio,4,blue,horse
15034,32,nb,leo,20,green,cat
15035,34,female,scorpio,2,red,tiger
15036,47,female,gemini,19,yellow,eagle
15037,44,female,cancer,16,purple,cat
15038,21,male,aquarius,10,orange,hamster
15039,23,male,cancer,20,green,horse
15040,52,female,scorpio,10,yellow,horse
15041,55,female,aquarius,15,yellow,elephant
15042,34,female,taurus,2,purple,dog
15043,34,male,taurus,16,orange,cat
15044,28,male,scorpio,12,purple,hamster
15045,30,male,cancer,2,yellow,horse
15046,58,male,capricorn,1,yellow,hamster
15047,58,nb,libra,7,blue,tiger
15048,57,female,virgo,13,yellow,dog
15049,57,female,aquarius,1,red,cat
15050,24,male,aquarius,12,red,dog
15051,26,male,pisces,1,blue,dog
15052,28,male,aquarius,2,blue,eagle
15053,26,female,taurus,21,green,eagle
15054,37,male,sagittarius,17,blue,goldfish
15055,39,male,sagittarius,9,purple,tiger
15056,41,female,cancer,16,green,dog
15057,42,male,sagittarius,9,red,cat
15058,59,female,cancer,14,purple,tiger
15059,60,female,taurus,14,purple,goldfish
15060,25,female,capricorn,12,orange,goldfish
15061,25,male,libra,7,blue,horse
15062,38,male,cancer,0,purple,dog
15063,40,female,cancer,12,orange,dog
15064,21,male,taurus,14,green,horse
15065,22,male,scorpio,16,yellow,hamster
15066,37,male,aries,14,yellow,cat
15067,38,male,leo,5,purple,goldfish
15068,48,female,capricorn,10,red,horse
15069,47,male,libra,7,yellow,elephant
15070,27,female,capricorn,4,blue,elephant
15071,25,female,sagittarius,9,purple,cat
15072,22,female,cancer,21,red,horse
15073,22,male,libra,9,red,horse
15074,51,female,gemini,9,purple,elephant
15075,53,male,gemini,4,green,cat
15076,22,male,sagittarius,11,blue,horse
15077,20,nb,virgo,2,yellow,cat
15078,49,female,libra,1,green,elephant
15079,48,male,aquarius,16,green,dog
15080,42,female,capricorn,4,purple,elephant
15081,41,male,pisces,14,orange,goldfish
15082,33,male,libra,5,red,tiger
15083,33,male,libra,16,blue,eagle
15084,29,female,aries,3,orange,horse
15085,32,female,cancer,8,green,goldfish
15086,43,female,virgo,15,yellow,hamster
15087,45,female,aries,2,green,goldfish
15088,46,female,libra,12,orange,hamster
15089,46,female,aries,7,purple,hamster
15090,53,male,libra,9,red,hamster
15091,52,female,libra,4,yellow,dog
15092,27,female,taurus,2,green,elephant
15093,27,nb,libra,7,yellow,elephant
15094,34,female,taurus,4,red,cat
15095,35,male,cancer,13,orange,elephant
15096,25,male,libra,18,orange,horse
15097,24,female,virgo,9,yellow,goldfish
15098,33,female,pisces,19,blue,cat
15099,33,female,pisces,11,orange,tiger
15100,21,female,scorpio,16,orange,hamster
15101,19,female,libra,21,red,goldfish
15102,20,male,leo,0,orange,tiger
15103,18,male,aquarius,7,purple,eagle
15104,33,male,aquarius,17,blue,goldfish
15105,32,male,aries,20,green,tiger
15106,21,female,aquarius,20,green,cat
15107,18,female,aquarius,10,orange,goldfish
15108,21,female,capricorn,21,orange,tiger
15109,21,female,capricorn,15,orange,eagle
15110,54,male,aquarius,10,orange,tiger
15111,55,female,cancer,7,red,elephant
15112,43,female,capricorn,13,orange,tiger
15113,43,female,scorpio,18,red,cat
15114,58,female,taurus,12,red,horse
15115,58,nb,pisces,21,purple,eagle
15116,59,female,sagittarius,18,yellow,goldfish
15117,59,female,sagittarius,0,purple,elephant
15118,46,male,aquarius,5,orange,elephant
15119,47,male,scorpio,0,yellow,horse
15120,27,female,pisces,16,yellow,tiger
15121,27,male,leo,12,red,cat
15122,56,male,leo,20,red,dog
15123,55,male,cancer,2,green,horse
15124,26,female,aries,16,blue,elephant
15125,26,female,pisces,11,orange,dog
15126,28,female,aquarius,2,green,cat
15127,28,female,leo,1,blue,tiger
15128,45,male,aries,21,blue,elephant
15129,44,female,aquarius,5,red,goldfish
15130,22,female,pisces,1,purple,cat
15131,20,nb,scorpio,9,orange,dog
15132,19,female,taurus,18,green,eagle
15133,23,male,capricorn,5,purple,tiger
15134,25,female,leo,9,green,goldfish
15135,26,male,scorpio,11,purple,cat
15136,56,male,virgo,20,yellow,cat
15137,54,male,sagittarius,17,blue,eagle
15138,24,female,scorpio,19,orange,hamster
15139,22,nb,gemini,19,blue,dog
15140,35,female,gemini,19,blue,cat
15141,34,male,libra,3,blue,goldfish
15142,35,male,gemini,5,green,hamster
15143,35,male,cancer,16,red,hamster
15144,24,male,aries,9,green,cat
15145,24,male,aries,5,orange,goldfish
15146,59,male,aquarius,7,blue,hamster
15147,58,male,pisces,3,blue,tiger
15148,45,female,cancer,15,green,dog
15149,46,female,capricorn,6,purple,elephant
15150,59,male,gemini,0,blue,tiger
15151,61,female,capricorn,4,yellow,dog
15152,59,male,aries,17,purple,hamster
15153,59,nb,taurus,4,orange,eagle
15154,43,male,leo,8,blue,dog
15155,42,male,virgo,3,green,cat
15156,35,nb,aries,6,green,horse
15157,36,female,aquarius,20,orange,dog
15158,48,male,libra,14,purple,dog
15159,47,male,sagittarius,13,green,hamster
15160,58,male,virgo,18,red,eagle
15161,61,female,pisces,20,purple,dog
15162,36,male,capricorn,21,purple,dog
15163,40,male,sagittarius,13,red,cat
15164,56,male,gemini,20,yellow,hamster
15165,54,male,leo,11,red,tiger
15166,27,nb,capricorn,20,orange,tiger
15167,27,male,leo,8,yellow,dog
15168,37,female,libra,18,purple,dog
15169,37,nb,virgo,10,purple,tiger
15170,48,male,pisces,10,yellow,horse
15171,49,female,taurus,1,blue,elephant
15172,55,male,pisces,2,blue,elephant
15173,54,female,capricorn,5,red,dog
15174,18,female,libra,19,orange,tiger
15175,18,female,aquarius,20,red,elephant
15176,22,nb,leo,6,red,elephant
15177,23,female,sagittarius,14,green,cat
15178,45,female,cancer,19,red,hamster
15179,45,female,pisces,1,blue,hamster
15180,25,male,leo,6,blue,goldfish
15181,21,female,sagittarius,3,red,cat
15182,34,female,aries,4,blue,goldfish
15183,38,male,scorpio,16,orange,dog
15184,54,female,aries,7,blue,elephant
15185,52,female,aquarius,0,yellow,goldfish
15186,44,male,virgo,11,red,horse
15187,43,female,pisces,4,blue,hamster
15188,54,male,leo,7,green,eagle
15189,51,male,gemini,15,blue,dog
15190,57,nb,taurus,9,yellow,hamster
15191,61,female,libra,19,blue,dog
15192,29,male,scorpio,12,green,elephant
15193,31,male,pisces,1,red,cat
15194,44,female,capricorn,13,purple,cat
15195,44,female,aries,12,blue,goldfish
15196,29,male,libra,13,yellow,dog
15197,29,male,gemini,1,blue,horse
15198,37,nb,libra,14,orange,elephant
15199,35,male,virgo,11,green,hamster
15200,25,female,capricorn,19,yellow,horse
15201,26,female,taurus,5,orange,eagle
15202,49,male,virgo,4,green,horse
15203,49,female,gemini,20,red,cat
15204,36,male,pisces,21,blue,dog
15205,36,male,aries,4,yellow,horse
15206,50,nb,aries,19,green,tiger
15207,51,female,sagittarius,1,yellow,horse
15208,28,male,sagittarius,7,blue,dog
15209,29,nb,taurus,15,orange,goldfish
15210,54,male,gemini,2,yellow,elephant
15211,54,female,sagittarius,9,orange,goldfish
15212,44,female,gemini,13,red,goldfish
15213,42,male,virgo,20,red,eagle
15214,40,male,scorpio,19,blue,goldfish
15215,40,male,aries,7,purple,hamster
15216,40,female,gemini,4,red,dog
15217,41,female,libra,21,orange,tiger
15218,33,male,scorpio,14,red,horse
15219,34,nb,pisces,18,orange,horse
15220,50,male,leo,12,orange,dog
15221,46,male,taurus,13,orange,elephant
15222,18,male,taurus,8,orange,cat
15223,19,female,taurus,6,orange,eagle
15224,20,male,virgo,7,orange,tiger
15225,20,female,sagittarius,3,orange,goldfish
15226,23,male,sagittarius,0,yellow,elephant
15227,24,female,libra,2,yellow,goldfish
15228,59,male,virgo,5,blue,goldfish
15229,59,female,leo,17,red,tiger
15230,51,male,aquarius,20,green,elephant
15231,52,female,pisces,1,blue,hamster
15232,56,female,aquarius,12,green,elephant
15233,55,nb,aries,8,blue,cat
15234,20,nb,virgo,10,red,cat
15235,20,male,sagittarius,17,yellow,dog
15236,40,nb,libra,0,blue,hamster
15237,40,nb,sagittarius,5,orange,elephant
15238,43,male,taurus,15,orange,horse
15239,43,male,capricorn,9,blue,cat
15240,47,male,aquarius,15,blue,eagle
15241,47,nb,leo,19,blue,elephant
15242,33,male,aquarius,18,green,dog
15243,35,male,pisces,15,blue,horse
15244,30,female,capricorn,0,yellow,eagle
15245,30,female,cancer,2,blue,hamster
15246,58,female,pisces,0,red,horse
15247,59,female,scorpio,21,red,dog
15248,54,male,taurus,12,purple,horse
15249,54,male,capricorn,21,green,tiger
15250,26,female,libra,18,green,cat
15251,26,female,aries,14,orange,tiger
15252,38,female,gemini,20,yellow,cat
15253,38,male,aries,18,red,cat
15254,55,male,leo,6,blue,eagle
15255,58,female,cancer,15,purple,goldfish
15256,35,male,taurus,13,red,goldfish
15257,37,female,virgo,19,red,hamster
15258,44,male,scorpio,4,red,hamster
15259,43,female,capricorn,15,green,horse
15260,44,male,libra,10,blue,hamster
15261,42,female,sagittarius,15,yellow,cat
15262,39,male,aquarius,19,green,elephant
15263,38,female,scorpio,14,blue,hamster
15264,51,female,libra,1,red,tiger
15265,54,male,cancer,6,yellow,horse
15266,48,female,leo,14,green,horse
15267,48,male,leo,17,purple,tiger
15268,21,nb,cancer,20,orange,hamster
15269,23,male,pisces,4,green,elephant
15270,23,female,virgo,17,yellow,eagle
15271,25,nb,cancer,14,yellow,horse
15272,42,male,pisces,13,orange,eagle
15273,43,male,aries,15,orange,eagle
15274,23,female,capricorn,12,orange,cat
15275,20,male,aquarius,16,red,goldfish
15276,37,female,leo,5,yellow,goldfish
15277,35,male,aquarius,16,red,cat
15278,30,female,taurus,9,purple,tiger
15279,27,female,leo,17,yellow,elephant
15280,44,male,sagittarius,18,blue,hamster
15281,43,male,leo,21,green,goldfish
15282,52,female,gemini,6,green,dog
15283,52,female,aries,12,purple,goldfish
15284,34,male,sagittarius,19,blue,elephant
15285,34,male,aquarius,2,red,hamster
15286,59,female,pisces,6,yellow,cat
15287,59,nb,libra,3,green,goldfish
15288,41,nb,aries,16,orange,horse
15289,40,nb,capricorn,14,green,tiger
15290,45,male,leo,20,purple,cat
15291,43,male,capricorn,15,blue,hamster
15292,47,female,sagittarius,0,purple,elephant
15293,46,female,leo,6,purple,cat
15294,40,female,scorpio,0,orange,eagle
15295,39,male,virgo,11,blue,dog
15296,25,male,capricorn,10,orange,horse
15297,25,female,aquarius,19,yellow,hamster
15298,30,male,leo,10,green,cat
15299,29,female,aquarius,9,yellow,eagle
15300,21,male,virgo,9,blue,cat
15301,21,female,sagittarius,4,red,cat
15302,52,female,cancer,13,red,dog
15303,55,male,virgo,7,red,hamster
15304,26,female,sagittarius,12,green,goldfish
15305,28,female,aquarius,18,purple,eagle
15306,31,male,aries,1,yellow,goldfish
15307,31,female,virgo,2,blue,tiger
15308,37,male,libra,11,orange,dog
15309,36,female,scorpio,2,red,hamster
15310,46,male,sagittarius,2,orange,goldfish
15311,44,male,capricorn,7,blue,tiger
15312,41,female,pisces,11,red,goldfish
15313,40,male,taurus,8,purple,horse
15314,42,female,cancer,17,purple,hamster
15315,40,male,virgo,12,purple,goldfish
15316,52,female,virgo,16,green,horse
15317,53,female,taurus,13,blue,goldfish
15318,18,male,aries,21,orange,horse
15319,21,male,sagittarius,14,purple,eagle
15320,47,male,cancer,12,orange,elephant
15321,46,female,leo,13,red,hamster
15322,18,female,scorpio,17,blue,eagle
15323,18,nb,libra,14,blue,goldfish
15324,30,female,leo,19,green,goldfish
15325,30,male,scorpio,0,red,horse
15326,51,male,aries,10,blue,dog
15327,49,male,aquarius,9,purple,elephant
15328,45,male,virgo,11,orange,tiger
15329,47,male,aries,16,blue,goldfish
15330,54,female,aries,20,yellow,dog
15331,53,male,leo,7,blue,elephant
15332,51,male,gemini,11,orange,elephant
15333,53,female,pisces,13,yellow,hamster
15334,48,male,gemini,6,orange,cat
15335,47,male,capricorn,19,blue,elephant
15336,57,female,aquarius,19,purple,hamster
15337,57,nb,leo,7,blue,dog
15338,25,male,aquarius,12,blue,tiger
15339,25,female,pisces,9,red,horse
15340,43,female,cancer,1,yellow,dog
15341,43,female,capricorn,0,purple,elephant
15342,31,male,aquarius,5,purple,tiger
15343,33,male,scorpio,17,purple,eagle
15344,21,female,leo,6,green,horse
15345,22,female,gemini,18,red,elephant
15346,27,female,capricorn,18,orange,dog
15347,25,nb,libra,12,blue,horse
15348,29,nb,aquarius,2,red,hamster
15349,26,male,gemini,10,green,dog
15350,29,female,leo,7,purple,goldfish
15351,29,female,leo,11,red,cat
15352,18,male,taurus,0,blue,elephant
15353,18,female,scorpio,6,orange,eagle
15354,51,male,sagittarius,8,green,horse
15355,51,female,gemini,0,green,cat
15356,39,male,capricorn,9,blue,horse
15357,42,male,leo,5,purple,horse
15358,25,male,aquarius,15,orange,cat
15359,25,male,sagittarius,15,red,tiger
15360,56,male,scorpio,12,blue,eagle
15361,56,female,gemini,0,red,goldfish
15362,36,nb,taurus,20,red,elephant
15363,36,female,leo,12,purple,dog
15364,38,female,capricorn,7,orange,elephant
15365,40,male,aries,4,orange,goldfish
15366,19,female,leo,13,red,dog
15367,19,male,aquarius,1,red,horse
15368,38,male,scorpio,12,green,elephant
15369,40,nb,taurus,18,orange,dog
15370,34,female,gemini,0,green,goldfish
15371,34,female,aquarius,7,red,goldfish
15372,48,female,capricorn,2,red,eagle
15373,47,female,cancer,17,orange,dog
15374,19,female,capricorn,16,yellow,elephant
15375,18,male,aquarius,7,green,hamster
15376,33,male,aries,8,blue,tiger
15377,33,female,scorpio,0,red,cat
15378,57,female,leo,5,orange,elephant
15379,57,female,cancer,10,yellow,eagle
15380,55,female,libra,14,purple,tiger
15381,55,male,leo,3,orange,eagle
15382,25,male,aries,9,purple,cat
15383,22,male,capricorn,4,orange,elephant
15384,32,female,gemini,19,green,cat
15385,32,male,gemini,4,purple,goldfish
15386,46,male,cancer,0,purple,tiger
15387,46,nb,aries,7,purple,tiger
15388,49,female,aquarius,5,yellow,horse
15389,49,male,scorpio,4,red,elephant
15390,18,nb,pisces,9,red,hamster
15391,18,female,cancer,9,blue,eagle
15392,33,female,sagittarius,7,orange,horse
15393,34,female,capricorn,17,green,elephant
15394,20,male,aries,3,purple,dog
15395,20,female,aries,19,orange,goldfish
15396,27,male,virgo,0,red,goldfish
15397,27,female,scorpio,10,purple,tiger
15398,35,male,cancer,18,blue,goldfish
15399,36,female,pisces,10,orange,dog
15400,47,female,aries,15,purple,cat
15401,45,male,libra,3,purple,goldfish
15402,57,male,gemini,2,blue,tiger
15403,54,male,sagittarius,13,orange,goldfish
15404,31,male,cancer,7,yellow,elephant
15405,34,male,leo,5,blue,goldfish
15406,35,female,libra,5,purple,tiger
15407,34,male,cancer,13,purple,horse
15408,18,female,virgo,21,yellow,goldfish
15409,18,male,scorpio,13,green,cat
15410,33,male,taurus,15,green,goldfish
15411,33,male,leo,10,purple,horse
15412,24,female,leo,4,red,elephant
15413,24,nb,aquarius,21,yellow,tiger
15414,33,male,gemini,11,purple,cat
15415,32,female,aquarius,6,orange,horse
15416,39,female,cancer,0,blue,goldfish
15417,42,female,pisces,18,orange,eagle
15418,41,male,aries,0,green,dog
15419,42,female,sagittarius,5,green,horse
15420,25,nb,virgo,21,yellow,goldfish
15421,24,male,taurus,5,red,goldfish
15422,59,female,gemini,17,orange,hamster
15423,59,male,leo,6,green,hamster
15424,23,male,aquarius,8,yellow,goldfish
15425,26,male,taurus,16,red,dog
15426,34,female,capricorn,18,yellow,dog
15427,32,female,pisces,15,yellow,horse
15428,51,female,leo,2,red,elephant
15429,51,male,gemini,5,red,elephant
15430,34,nb,pisces,15,red,dog
15431,32,nb,aquarius,16,orange,horse
15432,39,female,libra,15,purple,goldfish
15433,38,female,sagittarius,1,blue,dog
15434,29,male,libra,1,purple,tiger
15435,31,female,scorpio,20,red,elephant
15436,20,male,gemini,21,yellow,dog
15437,20,male,libra,15,orange,eagle
15438,56,female,gemini,19,yellow,hamster
15439,54,nb,sagittarius,6,green,horse
15440,55,female,libra,20,yellow,dog
15441,52,female,leo,9,orange,goldfish
15442,22,male,scorpio,5,purple,cat
15443,22,female,aries,21,green,elephant
15444,35,nb,cancer,15,red,dog
15445,34,female,cancer,3,purple,cat
15446,26,female,leo,11,red,cat
15447,26,nb,gemini,1,yellow,horse
15448,43,male,cancer,9,purple,cat
15449,43,male,libra,9,red,hamster
15450,32,male,sagittarius,5,green,goldfish
15451,30,female,capricorn,4,blue,horse
15452,38,female,virgo,15,yellow,cat
15453,38,male,gemini,7,green,tiger
15454,37,male,capricorn,8,yellow,goldfish
15455,37,nb,pisces,17,green,dog
15456,20,male,scorpio,8,orange,cat
15457,18,female,aries,19,yellow,eagle
15458,41,nb,leo,6,purple,cat
15459,41,female,scorpio,1,yellow,dog
15460,50,male,gemini,7,yellow,horse
15461,49,male,gemini,6,red,horse
15462,45,nb,leo,12,yellow,tiger
15463,45,female,cancer,6,red,goldfish
15464,19,male,aries,19,blue,goldfish
15465,18,male,gemini,0,blue,hamster
15466,58,male,scorpio,2,orange,goldfish
15467,58,nb,virgo,2,yellow,cat
15468,34,female,libra,21,blue,cat
15469,37,female,sagittarius,21,green,tiger
15470,44,female,aries,10,yellow,tiger
15471,43,male,aries,4,green,tiger
15472,56,female,gemini,5,purple,goldfish
15473,57,female,sagittarius,18,red,hamster
15474,42,male,aquarius,11,red,goldfish
15475,41,male,scorpio,18,yellow,cat
15476,36,nb,cancer,2,red,elephant
15477,36,female,gemini,7,yellow,cat
